Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.17367, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BEN
0.23549, 2020-2039, bcc_csm1_1, Annual Anomaly, BEN
0.04979, 2020-2039, bnu_esm, Annual Anomaly, BEN
0.36181, 2020-2039, canesm2, Annual Anomaly, BEN
0.02069, 2020-2039, ccsm4, Annual Anomaly, BEN
0.10778, 2020-2039, cesm1_bgc, Annual Anomaly, BEN
0.25063, 2020-2039, cesm1_cam5, Annual Anomaly, BEN
0.24108, 2020-2039, cnrm_cm5, Annual Anomaly, BEN
0.24981, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BEN
-0.1142, 2020-2039, gfdl_cm3, Annual Anomaly, BEN
-0.02, 2020-2039, gfdl_esm2g, Annual Anomaly, BEN
0.05297, 2020-2039, gfdl_esm2m, Annual Anomaly, BEN
0.2916, 2020-2039, inmcm4, Annual Anomaly, BEN
0.09683, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BEN
0.31721, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BEN
-0.0586, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BEN
0.10587, 2020-2039, miroc5, Annual Anomaly, BEN
0.19798, 2020-2039, miroc_esm_chem, Annual Anomaly, BEN
0.06859, 2020-2039, miroc_esm, Annual Anomaly, BEN
0.18057, 2020-2039, mpi_esm_mr, Annual Anomaly, BEN
0.11613, 2020-2039, mri_cgcm3, Annual Anomaly, BEN
0.10193, 2020-2039, noresm1_m, Annual Anomaly, BEN
0.11109, 2020-2039, access1_3, Annual Anomaly, BTN
0.0658, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BTN
0.04584, 2020-2039, bcc_csm1_1, Annual Anomaly, BTN
0.06216, 2020-2039, bnu_esm, Annual Anomaly, BTN
0.10133, 2020-2039, canesm2, Annual Anomaly, BTN
-0.0054, 2020-2039, ccsm4, Annual Anomaly, BTN
0.08902, 2020-2039, cesm1_bgc, Annual Anomaly, BTN
-0.0835, 2020-2039, cesm1_cam5, Annual Anomaly, BTN
0.09956, 2020-2039, cnrm_cm5, Annual Anomaly, BTN
0.07785, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BTN
-0.027, 2020-2039, gfdl_cm3, Annual Anomaly, BTN
0.09176, 2020-2039, gfdl_esm2m, Annual Anomaly, BTN
0.01519, 2020-2039, inmcm4, Annual Anomaly, BTN
0.18921, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BTN
0.2091, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BTN
0.06492, 2020-2039, miroc5, Annual Anomaly, BTN
0.48764, 2020-2039, miroc_esm_chem, Annual Anomaly, BTN
0.45011, 2020-2039, miroc_esm, Annual Anomaly, BTN
0.01632, 2020-2039, mpi_esm_mr, Annual Anomaly, BTN
-0.0323, 2020-2039, mri_cgcm3, Annual Anomaly, BTN
0.50836, 2020-2039, noresm1_m, Annual Anomaly, BTN
0.10768, 2020-2039, access1_3, Annual Anomaly, BOL
0.16206, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BOL
0.11925, 2020-2039, bcc_csm1_1, Annual Anomaly, BOL
0.18759, 2020-2039, bnu_esm, Annual Anomaly, BOL
0.48322, 2020-2039, canesm2, Annual Anomaly, BOL
0.01084, 2020-2039, ccsm4, Annual Anomaly, BOL
0.08549, 2020-2039, cesm1_bgc, Annual Anomaly, BOL
0.24011, 2020-2039, cesm1_cam5, Annual Anomaly, BOL
0.03495, 2020-2039, cnrm_cm5, Annual Anomaly, BOL
0.04289, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BOL
0.40701, 2020-2039, gfdl_cm3, Annual Anomaly, BOL
0.17893, 2020-2039, gfdl_esm2g, Annual Anomaly, BOL
0.01503, 2020-2039, gfdl_esm2m, Annual Anomaly, BOL
-0.0291, 2020-2039, inmcm4, Annual Anomaly, BOL
0.17151, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BOL
0.14353, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BOL
0.04377, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BOL
0.14129, 2020-2039, miroc5, Annual Anomaly, BOL
0.29303, 2020-2039, miroc_esm_chem, Annual Anomaly, BOL
0.17362, 2020-2039, miroc_esm, Annual Anomaly, BOL
0.1484, 2020-2039, mpi_esm_mr, Annual Anomaly, BOL
0.09672, 2020-2039, mri_cgcm3, Annual Anomaly, BOL
0.06902, 2020-2039, noresm1_m, Annual Anomaly, BOL
0.17258, 2020-2039, access1_3, Annual Anomaly, BIH
0.29426, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BIH
-0.0214, 2020-2039, bcc_csm1_1, Annual Anomaly, BIH
0.44633, 2020-2039, bnu_esm, Annual Anomaly, BIH
-0.0322, 2020-2039, canesm2, Annual Anomaly, BIH
0.19481, 2020-2039, ccsm4, Annual Anomaly, BIH
0.36694, 2020-2039, cesm1_bgc, Annual Anomaly, BIH
0.00715, 2020-2039, cesm1_cam5, Annual Anomaly, BIH
0.06785, 2020-2039, cnrm_cm5, Annual Anomaly, BIH
0.2209, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BIH
0.67324, 2020-2039, gfdl_cm3, Annual Anomaly, BIH
0.20595, 2020-2039, gfdl_esm2g, Annual Anomaly, BIH
0.14354, 2020-2039, gfdl_esm2m, Annual Anomaly, BIH
0.30994, 2020-2039, inmcm4, Annual Anomaly, BIH
0.17964, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BIH
0.16522, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BIH
0.10327, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BIH
0.28077, 2020-2039, miroc5, Annual Anomaly, BIH
0.31148, 2020-2039, miroc_esm_chem, Annual Anomaly, BIH
0.14089, 2020-2039, miroc_esm, Annual Anomaly, BIH
0.05504, 2020-2039, mpi_esm_mr, Annual Anomaly, BIH
0.04936, 2020-2039, mri_cgcm3, Annual Anomaly, BIH
0.00664, 2020-2039, noresm1_m, Annual Anomaly, BIH
0.02504, 2020-2039, access1_3, Annual Anomaly, BWA
0.38107, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BWA
0.06743, 2020-2039, bcc_csm1_1, Annual Anomaly, BWA
0.02735, 2020-2039, bnu_esm, Annual Anomaly, BWA
0.28115, 2020-2039, canesm2, Annual Anomaly, BWA
-0.0022, 2020-2039, ccsm4, Annual Anomaly, BWA
0.26189, 2020-2039, cesm1_bgc, Annual Anomaly, BWA
0.41617, 2020-2039, cesm1_cam5, Annual Anomaly, BWA
0.18206, 2020-2039, cnrm_cm5, Annual Anomaly, BWA
0.1509, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BWA
0.14364, 2020-2039, gfdl_cm3, Annual Anomaly, BWA
-0.0078, 2020-2039, gfdl_esm2g, Annual Anomaly, BWA
0.00703, 2020-2039, gfdl_esm2m, Annual Anomaly, BWA
0.10815, 2020-2039, inmcm4, Annual Anomaly, BWA
0.07257, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BWA
0.16569, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BWA
0.20536, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BWA
0.12161, 2020-2039, miroc5, Annual Anomaly, BWA
0.03935, 2020-2039, miroc_esm_chem, Annual Anomaly, BWA
0.08709, 2020-2039, miroc_esm, Annual Anomaly, BWA
-0.0051, 2020-2039, mpi_esm_mr, Annual Anomaly, BWA
0.36638, 2020-2039, mri_cgcm3, Annual Anomaly, BWA
0.06843, 2020-2039, noresm1_m, Annual Anomaly, BWA
0.07406, 2020-2039, access1_3, Annual Anomaly, BRA
0.18235, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BRA
0.07658, 2020-2039, bcc_csm1_1, Annual Anomaly, BRA
0.11574, 2020-2039, bnu_esm, Annual Anomaly, BRA
0.38494, 2020-2039, canesm2, Annual Anomaly, BRA
0.04624, 2020-2039, ccsm4, Annual Anomaly, BRA
0.12852, 2020-2039, cesm1_bgc, Annual Anomaly, BRA
0.15294, 2020-2039, cesm1_cam5, Annual Anomaly, BRA
0.06973, 2020-2039, cnrm_cm5, Annual Anomaly, BRA
0.11331, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BRA
0.2226, 2020-2039, gfdl_cm3, Annual Anomaly, BRA
0.13255, 2020-2039, gfdl_esm2g, Annual Anomaly, BRA
0.06179, 2020-2039, gfdl_esm2m, Annual Anomaly, BRA
0.03439, 2020-2039, inmcm4, Annual Anomaly, BRA
0.03837, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BRA
0.01695, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BRA
0.07522, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BRA
0.09854, 2020-2039, miroc5, Annual Anomaly, BRA
0.2548, 2020-2039, miroc_esm_chem, Annual Anomaly, BRA
0.20379, 2020-2039, miroc_esm, Annual Anomaly, BRA
0.05833, 2020-2039, mpi_esm_mr, Annual Anomaly, BRA
0.07636, 2020-2039, mri_cgcm3, Annual Anomaly, BRA
0.11683, 2020-2039, noresm1_m, Annual Anomaly, BRA
-0.0236, 2020-2039, access1_3, Annual Anomaly, BRN
0.05278, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BRN
0.18036, 2020-2039, bcc_csm1_1, Annual Anomaly, BRN
0.0236, 2020-2039, bnu_esm, Annual Anomaly, BRN
0.12081, 2020-2039, canesm2, Annual Anomaly, BRN
-0.0331, 2020-2039, ccsm4, Annual Anomaly, BRN
0.15, 2020-2039, cesm1_bgc, Annual Anomaly, BRN
-0.0763, 2020-2039, cesm1_cam5, Annual Anomaly, BRN
0.10063, 2020-2039, cnrm_cm5, Annual Anomaly, BRN
0.18927, 2020-2039, gfdl_cm3, Annual Anomaly, BRN
0.00675, 2020-2039, gfdl_esm2g, Annual Anomaly, BRN
-0.0567, 2020-2039, inmcm4, Annual Anomaly, BRN
-0.0236, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BRN
0.00118, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BRN
0.21351, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BRN
0.01288, 2020-2039, miroc5, Annual Anomaly, BRN
-0.0472, 2020-2039, miroc_esm_chem, Annual Anomaly, BRN
0.10793, 2020-2039, mpi_esm_mr, Annual Anomaly, BRN
0.01288, 2020-2039, mri_cgcm3, Annual Anomaly, BRN
0.05, 2020-2039, noresm1_m, Annual Anomaly, BRN
0.19277, 2020-2039, access1_3, Annual Anomaly, BGR
0.01498, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BGR
0.10274, 2020-2039, bcc_csm1_1, Annual Anomaly, BGR
0.44979, 2020-2039, bnu_esm, Annual Anomaly, BGR
0.26004, 2020-2039, canesm2, Annual Anomaly, BGR
0.03598, 2020-2039, ccsm4, Annual Anomaly, BGR
0.07243, 2020-2039, cesm1_bgc, Annual Anomaly, BGR
0.08144, 2020-2039, cesm1_cam5, Annual Anomaly, BGR
0.12275, 2020-2039, cnrm_cm5, Annual Anomaly, BGR
0.40105, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BGR
0.58777, 2020-2039, gfdl_cm3, Annual Anomaly, BGR
0.03706, 2020-2039, gfdl_esm2g, Annual Anomaly, BGR
0.32081, 2020-2039, gfdl_esm2m, Annual Anomaly, BGR
0.12774, 2020-2039, inmcm4, Annual Anomaly, BGR
0.10335, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BGR
0.28772, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BGR
0.246, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BGR
0.1035, 2020-2039, miroc5, Annual Anomaly, BGR
0.44954, 2020-2039, miroc_esm_chem, Annual Anomaly, BGR
0.13044, 2020-2039, miroc_esm, Annual Anomaly, BGR
0.15044, 2020-2039, mpi_esm_mr, Annual Anomaly, BGR
0.08272, 2020-2039, mri_cgcm3, Annual Anomaly, BGR
0.10535, 2020-2039, noresm1_m, Annual Anomaly, BGR
0.10524, 2020-2039, access1_3, Annual Anomaly, BFA
0.50303, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BFA
0.40293, 2020-2039, bcc_csm1_1, Annual Anomaly, BFA
0.00179, 2020-2039, bnu_esm, Annual Anomaly, BFA
0.37013, 2020-2039, canesm2, Annual Anomaly, BFA
0.04402, 2020-2039, ccsm4, Annual Anomaly, BFA
-0.0161, 2020-2039, cesm1_bgc, Annual Anomaly, BFA
0.30065, 2020-2039, cesm1_cam5, Annual Anomaly, BFA
0.16407, 2020-2039, cnrm_cm5, Annual Anomaly, BFA
0.29131, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BFA
0.00304, 2020-2039, gfdl_cm3, Annual Anomaly, BFA
0.0035, 2020-2039, gfdl_esm2g, Annual Anomaly, BFA
0.11837, 2020-2039, gfdl_esm2m, Annual Anomaly, BFA
0.14745, 2020-2039, inmcm4, Annual Anomaly, BFA
0.03423, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BFA
0.19874, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BFA
-0.0083, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BFA
0.11941, 2020-2039, miroc5, Annual Anomaly, BFA
-0.0054, 2020-2039, miroc_esm_chem, Annual Anomaly, BFA
0.12049, 2020-2039, miroc_esm, Annual Anomaly, BFA
0.23514, 2020-2039, mpi_esm_mr, Annual Anomaly, BFA
0.17703, 2020-2039, mri_cgcm3, Annual Anomaly, BFA
0.05346, 2020-2039, noresm1_m, Annual Anomaly, BFA
-0.0424, 2020-2039, access1_3, Annual Anomaly, BDI
0.12189, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BDI
0.13931, 2020-2039, bcc_csm1_1, Annual Anomaly, BDI
0.01473, 2020-2039, bnu_esm, Annual Anomaly, BDI
0.0933, 2020-2039, canesm2, Annual Anomaly, BDI
-0.0195, 2020-2039, ccsm4, Annual Anomaly, BDI
0.0264, 2020-2039, cesm1_bgc, Annual Anomaly, BDI
0.09681, 2020-2039, cesm1_cam5, Annual Anomaly, BDI
0.01708, 2020-2039, cnrm_cm5, Annual Anomaly, BDI
0.10192, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BDI
0.13183, 2020-2039, gfdl_cm3, Annual Anomaly, BDI
-0.039, 2020-2039, gfdl_esm2g, Annual Anomaly, BDI
0.18613, 2020-2039, gfdl_esm2m, Annual Anomaly, BDI
0.29342, 2020-2039, inmcm4, Annual Anomaly, BDI
0.01529, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BDI
-0.0288, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BDI
0.00319, 2020-2039, miroc5, Annual Anomaly, BDI
0.2945, 2020-2039, miroc_esm_chem, Annual Anomaly, BDI
0.05735, 2020-2039, miroc_esm, Annual Anomaly, BDI
0.29274, 2020-2039, mpi_esm_mr, Annual Anomaly, BDI
0.08132, 2020-2039, mri_cgcm3, Annual Anomaly, BDI
0.01529, 2020-2039, noresm1_m, Annual Anomaly, BDI
0.19949, 2020-2039, access1_3, Annual Anomaly, KHM
0.07937, 2020-2039, bcc_csm1_1_m, Annual Anomaly, KHM
-0.0577, 2020-2039, bcc_csm1_1, Annual Anomaly, KHM
0.09303, 2020-2039, bnu_esm, Annual Anomaly, KHM
0.21729, 2020-2039, canesm2, Annual Anomaly, KHM
-0.0191, 2020-2039, ccsm4, Annual Anomaly, KHM
0.00318, 2020-2039, cesm1_bgc, Annual Anomaly, KHM
0.00457, 2020-2039, cesm1_cam5, Annual Anomaly, KHM
-0.0236, 2020-2039, cnrm_cm5, Annual Anomaly, KHM
0.09171, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KHM
-0.0112, 2020-2039, gfdl_cm3, Annual Anomaly, KHM
0.06005, 2020-2039, gfdl_esm2g, Annual Anomaly, KHM
-0.0635, 2020-2039, gfdl_esm2m, Annual Anomaly, KHM
-0.0278, 2020-2039, inmcm4, Annual Anomaly, KHM
0.15999, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KHM
0.1123, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KHM
0.05384, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KHM
0.02955, 2020-2039, miroc5, Annual Anomaly, KHM
0.12305, 2020-2039, miroc_esm_chem, Annual Anomaly, KHM
0.03054, 2020-2039, miroc_esm, Annual Anomaly, KHM
0.12241, 2020-2039, mpi_esm_mr, Annual Anomaly, KHM
0.08639, 2020-2039, mri_cgcm3, Annual Anomaly, KHM
-0.0263, 2020-2039, noresm1_m, Annual Anomaly, KHM
0.10472, 2020-2039, access1_3, Annual Anomaly, CMR
0.09906, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CMR
-0.0038, 2020-2039, bcc_csm1_1, Annual Anomaly, CMR
0.10489, 2020-2039, bnu_esm, Annual Anomaly, CMR
0.13, 2020-2039, canesm2, Annual Anomaly, CMR
-0.013, 2020-2039, ccsm4, Annual Anomaly, CMR
0.14276, 2020-2039, cesm1_bgc, Annual Anomaly, CMR
0.03922, 2020-2039, cesm1_cam5, Annual Anomaly, CMR
0.11079, 2020-2039, cnrm_cm5, Annual Anomaly, CMR
0.29503, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CMR
0.03949, 2020-2039, gfdl_cm3, Annual Anomaly, CMR
-0.0121, 2020-2039, gfdl_esm2g, Annual Anomaly, CMR
0.04283, 2020-2039, gfdl_esm2m, Annual Anomaly, CMR
0.19033, 2020-2039, inmcm4, Annual Anomaly, CMR
0.14573, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CMR
0.12117, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CMR
0.00296, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CMR
0.13131, 2020-2039, miroc5, Annual Anomaly, CMR
0.15954, 2020-2039, miroc_esm_chem, Annual Anomaly, CMR
0.15225, 2020-2039, miroc_esm, Annual Anomaly, CMR
0.07801, 2020-2039, mpi_esm_mr, Annual Anomaly, CMR
0.09988, 2020-2039, mri_cgcm3, Annual Anomaly, CMR
0.13338, 2020-2039, noresm1_m, Annual Anomaly, CMR
0.05925, 2020-2039, access1_3, Annual Anomaly, CAN
0.06649, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CAN
0.03448, 2020-2039, bcc_csm1_1, Annual Anomaly, CAN
0.12613, 2020-2039, bnu_esm, Annual Anomaly, CAN
0.06952, 2020-2039, canesm2, Annual Anomaly, CAN
0.0712, 2020-2039, ccsm4, Annual Anomaly, CAN
0.07542, 2020-2039, cesm1_bgc, Annual Anomaly, CAN
0.0929, 2020-2039, cesm1_cam5, Annual Anomaly, CAN
0.05941, 2020-2039, cnrm_cm5, Annual Anomaly, CAN
0.04305, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CAN
0.08402, 2020-2039, gfdl_cm3, Annual Anomaly, CAN
0.05214, 2020-2039, gfdl_esm2g, Annual Anomaly, CAN
0.05376, 2020-2039, gfdl_esm2m, Annual Anomaly, CAN
0.09599, 2020-2039, inmcm4, Annual Anomaly, CAN
0.11655, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CAN
0.15924, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CAN
0.08019, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CAN
0.12839, 2020-2039, miroc5, Annual Anomaly, CAN
0.04944, 2020-2039, miroc_esm_chem, Annual Anomaly, CAN
0.08686, 2020-2039, miroc_esm, Annual Anomaly, CAN
0.07103, 2020-2039, mpi_esm_mr, Annual Anomaly, CAN
0.05878, 2020-2039, mri_cgcm3, Annual Anomaly, CAN
0.05353, 2020-2039, noresm1_m, Annual Anomaly, CAN
0.71032, 2020-2039, access1_3, Annual Anomaly, CPV
0.05393, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CPV
0.14659, 2020-2039, bcc_csm1_1, Annual Anomaly, CPV
0.23713, 2020-2039, bnu_esm, Annual Anomaly, CPV
0.52678, 2020-2039, canesm2, Annual Anomaly, CPV
0.09438, 2020-2039, ccsm4, Annual Anomaly, CPV
0.35361, 2020-2039, cesm1_bgc, Annual Anomaly, CPV
0.41477, 2020-2039, cesm1_cam5, Annual Anomaly, CPV
0.2083, 2020-2039, cnrm_cm5, Annual Anomaly, CPV
0.13634, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CPV
0.0021, 2020-2039, gfdl_cm3, Annual Anomaly, CPV
0.03554, 2020-2039, gfdl_esm2g, Annual Anomaly, CPV
-0.0128, 2020-2039, inmcm4, Annual Anomaly, CPV
-0.0262, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CPV
0.65661, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CPV
0.16587, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CPV
0.19473, 2020-2039, miroc5, Annual Anomaly, CPV
0.04156, 2020-2039, miroc_esm_chem, Annual Anomaly, CPV
0.16786, 2020-2039, miroc_esm, Annual Anomaly, CPV
0.20183, 2020-2039, mpi_esm_mr, Annual Anomaly, CPV
0.22577, 2020-2039, mri_cgcm3, Annual Anomaly, CPV
0.33553, 2020-2039, noresm1_m, Annual Anomaly, CPV
0.06377, 2020-2039, access1_3, Annual Anomaly, CAF
0.21138, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CAF
0.01455, 2020-2039, bcc_csm1_1, Annual Anomaly, CAF
0.04745, 2020-2039, bnu_esm, Annual Anomaly, CAF
0.08173, 2020-2039, canesm2, Annual Anomaly, CAF
-0.0041, 2020-2039, ccsm4, Annual Anomaly, CAF
0.04926, 2020-2039, cesm1_bgc, Annual Anomaly, CAF
0.04437, 2020-2039, cesm1_cam5, Annual Anomaly, CAF
0.13993, 2020-2039, cnrm_cm5, Annual Anomaly, CAF
0.44125, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CAF
0.07136, 2020-2039, gfdl_cm3, Annual Anomaly, CAF
0.06888, 2020-2039, gfdl_esm2g, Annual Anomaly, CAF
-0.0033, 2020-2039, gfdl_esm2m, Annual Anomaly, CAF
0.07426, 2020-2039, inmcm4, Annual Anomaly, CAF
0.05866, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CAF
0.15769, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CAF
0.02023, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CAF
0.06535, 2020-2039, miroc5, Annual Anomaly, CAF
0.11016, 2020-2039, miroc_esm_chem, Annual Anomaly, CAF
0.19989, 2020-2039, miroc_esm, Annual Anomaly, CAF
0.12923, 2020-2039, mpi_esm_mr, Annual Anomaly, CAF
0.16963, 2020-2039, mri_cgcm3, Annual Anomaly, CAF
0.17347, 2020-2039, noresm1_m, Annual Anomaly, CAF
0.23583, 2020-2039, access1_3, Annual Anomaly, TCD
0.31294, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TCD
0.37056, 2020-2039, bcc_csm1_1, Annual Anomaly, TCD
0.07834, 2020-2039, bnu_esm, Annual Anomaly, TCD
0.26822, 2020-2039, canesm2, Annual Anomaly, TCD
0.0934, 2020-2039, ccsm4, Annual Anomaly, TCD
0.26338, 2020-2039, cesm1_bgc, Annual Anomaly, TCD
0.23354, 2020-2039, cesm1_cam5, Annual Anomaly, TCD
0.19877, 2020-2039, cnrm_cm5, Annual Anomaly, TCD
0.21223, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TCD
0.13389, 2020-2039, gfdl_cm3, Annual Anomaly, TCD
0.11668, 2020-2039, gfdl_esm2g, Annual Anomaly, TCD
0.36058, 2020-2039, gfdl_esm2m, Annual Anomaly, TCD
0.16417, 2020-2039, inmcm4, Annual Anomaly, TCD
0.16007, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TCD
0.16753, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TCD
0.03475, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TCD
0.07818, 2020-2039, miroc5, Annual Anomaly, TCD
0.03029, 2020-2039, miroc_esm_chem, Annual Anomaly, TCD
0.23023, 2020-2039, miroc_esm, Annual Anomaly, TCD
0.37509, 2020-2039, mpi_esm_mr, Annual Anomaly, TCD
0.51082, 2020-2039, mri_cgcm3, Annual Anomaly, TCD
0.19055, 2020-2039, noresm1_m, Annual Anomaly, TCD
0.21203, 2020-2039, access1_3, Annual Anomaly, CHL
0.04202, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CHL
0.22412, 2020-2039, bcc_csm1_1, Annual Anomaly, CHL
0.15445, 2020-2039, bnu_esm, Annual Anomaly, CHL
0.31369, 2020-2039, canesm2, Annual Anomaly, CHL
0.09301, 2020-2039, ccsm4, Annual Anomaly, CHL
0.18819, 2020-2039, cesm1_bgc, Annual Anomaly, CHL
0.21416, 2020-2039, cesm1_cam5, Annual Anomaly, CHL
0.28689, 2020-2039, cnrm_cm5, Annual Anomaly, CHL
0.23624, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CHL
0.36468, 2020-2039, gfdl_cm3, Annual Anomaly, CHL
0.28372, 2020-2039, gfdl_esm2g, Annual Anomaly, CHL
0.14096, 2020-2039, gfdl_esm2m, Annual Anomaly, CHL
0.04522, 2020-2039, inmcm4, Annual Anomaly, CHL
0.3665, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CHL
0.35223, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CHL
0.1486, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CHL
0.2121, 2020-2039, miroc5, Annual Anomaly, CHL
0.29227, 2020-2039, miroc_esm_chem, Annual Anomaly, CHL
0.31526, 2020-2039, miroc_esm, Annual Anomaly, CHL
0.27057, 2020-2039, mpi_esm_mr, Annual Anomaly, CHL
0.24069, 2020-2039, mri_cgcm3, Annual Anomaly, CHL
0.17143, 2020-2039, noresm1_m, Annual Anomaly, CHL
0.11998, 2020-2039, access1_3, Annual Anomaly, CHN
0.18524, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CHN
0.12956, 2020-2039, bcc_csm1_1, Annual Anomaly, CHN
0.1242, 2020-2039, bnu_esm, Annual Anomaly, CHN
0.17495, 2020-2039, canesm2, Annual Anomaly, CHN
0.10753, 2020-2039, ccsm4, Annual Anomaly, CHN
0.06134, 2020-2039, cesm1_bgc, Annual Anomaly, CHN
0.11681, 2020-2039, cesm1_cam5, Annual Anomaly, CHN
0.12264, 2020-2039, cnrm_cm5, Annual Anomaly, CHN
0.2316, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CHN
0.13412, 2020-2039, gfdl_cm3, Annual Anomaly, CHN
0.06133, 2020-2039, gfdl_esm2g, Annual Anomaly, CHN
0.13758, 2020-2039, gfdl_esm2m, Annual Anomaly, CHN
0.07142, 2020-2039, inmcm4, Annual Anomaly, CHN
0.15919, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CHN
0.23814, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CHN
0.1247, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CHN
0.11684, 2020-2039, miroc5, Annual Anomaly, CHN
0.14233, 2020-2039, miroc_esm_chem, Annual Anomaly, CHN
0.22398, 2020-2039, miroc_esm, Annual Anomaly, CHN
0.17876, 2020-2039, mpi_esm_mr, Annual Anomaly, CHN
0.05562, 2020-2039, mri_cgcm3, Annual Anomaly, CHN
0.16099, 2020-2039, noresm1_m, Annual Anomaly, CHN
0.13602, 2020-2039, access1_3, Annual Anomaly, COL
0.2411, 2020-2039, bcc_csm1_1_m, Annual Anomaly, COL
-0.0307, 2020-2039, bcc_csm1_1, Annual Anomaly, COL
0.16526, 2020-2039, bnu_esm, Annual Anomaly, COL
